开始日期,结束日期,广告组合名称,货币,广告活动名称,广告组名称,零售商,投放,匹配类型,客户搜索词,展示量,点击量,点击率,每次点击成本,花费,七天总销售额,广告投入产出比总计,总广告投资回报率,七天总订单数,七天总销售量,七天的转化率,七天内单个商品广告销售量,七天内其他单个商品销售量,七天内广告单个产品销售额,七天内其他单个产品销售额
2025-05-05,2025/5/6,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,Stanley,Amazon,"asin=""B00IS94BWS""",-,b00is94bws,19,2,0.105263158,0.18,0.36,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C product targeting category,Carpet CCS5C product targeting category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0cwn22tsk,5,1,0.2,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C product targeting category,Carpet CCS5C product targeting category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0d518wtxh,13,1,0.076923077,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C product targeting category,Carpet CCS5C product targeting category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0dm7rxlw7,7,1,0.142857143,0.09,0.09,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C product targeting category,Carpet CCS5C product targeting category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0dsg1yqbr,1,1,1,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,"Carpet CCS5C Product targeting Real Carpet extractor, Cleaner Liquid, Little Machine",Carpet Cleaner chemical liquid,Amazon,"asin=""B0CZ2JPSQK""",-,b0cz2jpsqk,1,1,1,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0BM9CM8WC""",-,b0bm9cm8wc,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0D3KZVFRY""",-,b0d3kzvfry,2,1,0.5,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,Shop-Vac,Amazon,"asin=""B00002ND4D""",-,b00002nd4d,1,1,1,0.36,0.36,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,RIDGID,Amazon,"asin=""B07R11JRGY""",-,b07r11jrgy,6,1,0.166666667,0.45,0.45,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,RIDGID,Amazon,"asin=""B0995L3THB""",-,b0995l3thb,1,1,1,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,RIDGID,Amazon,"asin=""B07R271N9S""",-,b07r271n9s,1,1,1,0.45,0.45,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,RIDGID,Amazon,"asin=""B011KF44YQ""",-,b011kf44yq,4,1,0.25,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B019C23JLI""",-,b019c23jli,2,1,0.5,0.08,0.08,15.19,0.53%,189.88,1,1,1,1,0,15.19,0
2025-05-28,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B09PR6D6LH""",-,b09pr6d6lh,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B001FS4TWQ""",-,b001fs4twq,3001,26,0.008663779,0.37,9.62,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS5C,USD,Carpet CCS5C Producting Shop Vac Machine,shop vac Armor All StealthCen-Tec Systems Fein Turbo Makita IOENC Milwaukee WORKSHOP EGO Milwaukee BLACK+DECKER PORTER-CABLE Koblenz Kenmore,Amazon,"asin=""B09T3W8VSY""",-,b09t3w8vsy,189,1,0.005291005,0.23,0.23,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,Powertec Mountain Trades Palart Ton Gass parts,Amazon,"asin=""B0BY8R2M81""",-,b0by8r2m81,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B019C23JIG""",-,b019c23jig,77,4,0.051948052,0.37,1.48,18.88,7.84%,12.76,1,1,0.25,1,0,18.88,0
2025-05-06,2025/5/6,Carpet CCS1C,USD,Carpet CCS1C product targeting main,RipcleanHiDetail,Amazon,"asin=""B0D915J228""",-,b0d915j228,34,2,0.058823529,0.3,0.6,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,Craftsman,Amazon,"asin=""B08D646L23""",-,b08d646l23,2,1,0.5,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,Craftsman,Amazon,"asin=""B00IS94BWS""",-,b00is94bws,1,1,1,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,RIDGID,Amazon,"asin=""B00Y5BX674""",-,b00y5bx674,6,2,0.333333333,0.15,0.3,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/24,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,RIDGID,Amazon,"asin=""B017EOLGJI""",-,b017eolgji,52,5,0.096153846,0.45,2.25,12.59,17.87%,5.6,1,1,0.2,1,0,12.59,0
2025-05-08,2025/5/24,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,RIDGID,Amazon,"asin=""B011KF44YQ""",-,b011kf44yq,63,4,0.063492063,0.45,1.8,12.59,14.30%,6.99,1,1,0.25,1,0,12.59,0
2025-05-13,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,RIDGID,Amazon,"asin=""B006ZUJSSO""",-,b006zujsso,2,2,1,0.115,0.23,18.88,1.22%,82.09,1,1,0.5,0,1,0,18.88
2025-04-30,2025/5/16,Carpet CCS1C,USD,Carpet CCS1C product targeting main,CCS5C竞品,Amazon,"asin=""B0B5JV4515""",-,b0b5jv4515,212,5,0.023584906,0.4,2,13.99,14.30%,7,1,1,0.2,1,0,13.99,0
2025-05-07,2025/5/7,Carpet CCS1C,USD,Carpet CCS1C product targeting main,CCS5C竞品,Amazon,"asin=""B0BCVC9HY5""",-,b0bcvc9hy5,3,1,0.333333333,0.5,0.5,23.39,2.14%,46.78,1,1,1,0,1,0,23.39
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C product targeting main,CCS5C竞品,Amazon,"asin=""B0DD6SWYB9""",-,b0dd6swyb9,2,1,0.5,0.5,0.5,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B072FMHK85""",-,b072fmhk85,2663,35,0.013143072,0.4,14,72.26,19.37%,5.16,4,4,0.114285714,1,3,13.99,58.27
2025-05-21,2025/5/21,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B093KJ4RBV""",-,b093kj4rbv,4,1,0.25,0.5,0.5,13.99,3.57%,27.98,1,1,1,1,0,13.99,0
2025-04-30,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BKPSZFX4""",-,b0bkpszfx4,296,10,0.033783784,0.233,2.33,26.58,8.77%,11.41,2,2,0.2,2,0,26.58,0
2025-05-11,2025/5/14,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BKPSZFX4""",-,extractor nozzle for shop vac,13,2,0.153846154,0.25,0.5,13.99,3.57%,27.98,1,1,0.5,1,0,13.99,0
2025-05-25,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHD79L8M""",-,b0bhd79l8m,8,1,0.125,0.5,0.5,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHDR8QF1""",-,b0bhdr8qf1,4225,39,0.009230769,0.39025641,15.22,173.21,8.79%,11.38,11,11,0.282051282,6,5,81.14,92.07
2025-05-26,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHDR8QF1""",-,universal shop vac extractor,1,1,1,0.21,0.21,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/29,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0DBHNQ5H1""",-,b0dbhnq5h1,19,3,0.157894737,0.5,1.5,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B08PVFR35K""",-,b08pvfr35k,38,3,0.078947368,0.5,1.5,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/29,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B088R16HRN""",-,b088r16hrn,718,18,0.025069638,0.47,8.46,55.46,15.25%,6.56,3,3,0.166666667,1,2,12.59,42.87
2025-05-02,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BP1JW95C""",-,b0bp1jw95c,389,9,0.023136247,0.416666667,3.75,64.56,5.81%,17.22,4,4,0.444444444,3,1,40.57,23.99
2025-05-17,2025/5/17,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BP1JW95C""",-,water extractor attachment,3,1,0.333333333,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BP1J3JTZ""",-,b0bp1j3jtz,6,2,0.333333333,0.4,0.8,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHT932TT""",-,b0bht932tt,4528,42,0.009275618,0.345238095,14.5,169.9,8.53%,11.72,10,10,0.238095238,7,3,97.93,71.97
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHT932TT""",-,extractor head for car detailing,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHT932TT""",-,water extractor attachment,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B09Q25HVSB""",-,b09q25hvsb,43,3,0.069767442,0.496666667,1.49,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BP21CF45""",-,b0bp21cf45,153,16,0.104575163,0.5,8,40.57,19.72%,5.07,3,3,0.1875,3,0,40.57,0
2025-05-07,2025/5/7,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BP269X65""",-,b0bp269x65,6,1,0.166666667,0.4,0.4,21.59,1.85%,53.98,1,1,1,0,1,0,21.59
2025-04-30,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHY57KY6""",-,b0bhy57ky6,3190,33,0.010344828,0.373636364,12.33,133.11,9.26%,10.8,9,9,0.272727273,8,1,109.12,23.99
2025-05-13,2025/5/13,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHY57KY6""",-,extractor for shop vac,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHY57KY6""",-,shop vac water extractor attachment,4,1,0.25,0.25,0.25,21.59,1.16%,86.36,1,1,1,0,1,0,21.59
2025-05-04,2025/5/4,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHY57KY6""",-,vacuum extractor attachment,9,1,0.111111111,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BHY57KY6""",-,wet vac accessories,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/17,Carpet CCS1C,USD,Carpet CCS1C product targeting main,HTROTU,Amazon,"asin=""B0BCWBT116""",-,b0bcwbt116,10,3,0.3,0.49,1.47,12.55,11.71%,8.54,1,1,0.333333333,0,1,0,12.55
2025-05-03,2025/5/19,Carpet CCS1C,USD,Carpet CCS1C product targeting main,CCLS5C竞品,Amazon,"asin=""B0CS5ZPLT5""",-,b0cs5zplt5,12,2,0.166666667,0.5,1,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,CCLS5C竞品,Amazon,"asin=""B0DDPT77GK""",-,b0ddpt77gk,673,19,0.028231798,0.481578947,9.15,25.18,36.34%,2.75,2,2,0.105263158,2,0,25.18,0
2025-05-15,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C product targeting main,CCLS5C竞品,Amazon,"asin=""B0DBZ3841T""",-,b0dbz3841t,15,3,0.2,0.416666667,1.25,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C product targeting main,USA real extractor attachments,Amazon,"asin=""B006LNPT3I""",-,b006lnpt3i,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C product targeting main,USA real extractor attachments,Amazon,"asin=""B01AR5ZAUM""",-,b01ar5zaum,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/23,Carpet CCS1C,USD,Carpet CCS1C product targeting main,同一卖家几百个品牌,Amazon,"asin=""B0C2TZC4YX""",-,b0c2tzc4yx,43,4,0.093023256,0.5175,2.07,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting main,同一卖家几百个品牌,Amazon,"asin=""B0D83BYCQ4""",-,b0d83bycq4,40,5,0.125,0.44,2.2,12.59,17.47%,5.72,1,1,0.2,1,0,12.59,0
2025-05-02,2025/5/29,Carpet CCS1C,USD,Carpet CCS1C product targeting main,单扒头,Amazon,"asin=""B0D1Y6737G""",-,b0d1y6737g,514,25,0.048638132,0.4692,11.73,71.16,16.48%,6.07,4,4,0.16,2,2,27.98,43.18
2025-05-24,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting main,单扒头,Amazon,"asin=""B0C6XY2J1X""",-,b0c6xy2j1x,6,2,0.333333333,0.52,1.04,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0BZYKFRBP""",-,b0bzykfrbp,2,1,0.5,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0D243F5T1""",-,b0d243f5t1,1,1,1,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00JG3F0RU""",-,b00jg3f0ru,8,1,0.125,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B097RBT47Y""",-,b097rbt47y,1,1,1,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/3,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B002MUAG9G""",-,b002muag9g,12,2,0.166666667,0.33,0.66,13.99,4.72%,21.2,1,1,0.5,1,0,13.99,0
2025-05-04,2025/5/4,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00002ND4D""",-,b00002nd4d,7,1,0.142857143,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0C81366J8""",-,b0c81366j8,5,1,0.2,0.25,0.25,18.88,1.32%,75.52,1,1,1,0,1,0,18.88
2025-05-19,2025/5/19,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00FX2TGJG""",-,b00fx2tgjg,2,1,0.5,0.22,0.22,13.99,1.57%,63.59,1,1,1,1,0,13.99,0
2025-05-07,2025/5/7,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0D794WHQM""",-,b0d794whqm,2,1,0.5,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B002MUAG8C""",-,b002muag8c,7,1,0.142857143,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B01HZWFP5K""",-,b01hzwfp5k,10,1,0.1,0.44,0.44,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B079CRYZQL""",-,b079cryzql,1,1,1,0.22,0.22,13.99,1.57%,63.59,1,1,1,1,0,13.99,0
2025-05-03,2025/5/3,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Household Carpet Machine Detergents""",-,b073bv9k4k,2,1,0.5,0.06,0.06,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Household Carpet Cleaners""",-,b003xd4n1s,1,1,1,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0cdm4vjfp,1,1,1,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0ddzn2ny3,1,1,1,0.07,0.07,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Carpet & Upholstery Cleaning Machines""",-,b0dg6lzslc,2,1,0.5,0.07,0.07,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Shop Wet Dry Vacuums"" brand=""Armor All""",-,b0chb86q5d,5,1,0.2,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet  CCS1C CCS1A CCS1ADP Product targeting Category,Category,Amazon,"category=""Shop Wet Dry Vacuums"" brand=""CRAFTSMAN""",-,b07mpjq649,9,1,0.111111111,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting main,同一卖家几百个品牌,Amazon,"asin=""B0D9MLJ1CG""",-,b0d9mlj1cg,7,3,0.428571429,0.366666667,1.1,13.99,7.86%,12.72,1,1,0.333333333,1,0,13.99,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet CCS1C product targeting main,同一卖家几百个品牌,Amazon,"asin=""B09PRGWP7D""",-,b09prgwp7d,1,1,1,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/24,Carpet CCS1C,USD,Carpet CCS1C product targeting main,同一卖家几百个品牌,Amazon,"asin=""B0CHNY96P1""",-,b0chny96p1,83,9,0.108433735,0.327777778,2.95,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS1C,USD,Carpet CCS1C Product targeting shop vac machine,Shop-Vac,Amazon,"asin=""B09YXLQ9H3""",-,b09yxlq9h3,1,1,1,0.36,0.36,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00FX33LPA""",-,b00fx33lpa,64,3,0.046875,0.32,0.96,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0D4VCWXH3""",-,b0d4vcwxh3,3,1,0.333333333,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/15,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0C9H7DC7V""",-,b0c9h7dc7v,14,3,0.214285714,0.366666667,1.1,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0041OWC2K""",-,b0041owc2k,3,1,0.333333333,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B019C23JIQ""",-,b019c23jiq,17,2,0.117647059,0.27,0.54,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00FX2TG2S""",-,b00fx2tg2s,2,1,0.5,0.44,0.44,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/20,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B002MUAGAU""",-,b002muagau,3,2,0.666666667,0.22,0.44,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/20,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00FX34OLA""",-,b00fx34ola,68,4,0.058823529,0.37,1.48,45.58,3.25%,30.8,2,2,0.5,0,2,0,45.58
2025-05-12,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0BZJ67G3L""",-,b0bzj67g3l,3,1,0.333333333,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B01FFDX8D2""",-,b01ffdx8d2,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0BXJC5279""",-,b0bxjc5279,8,1,0.125,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B09GQXBLH6""",-,b09gqxblh6,2,1,0.5,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B00FX35WR0""",-,b00fx35wr0,19,2,0.105263158,0.405,0.81,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,USA Shop vac attachments,Amazon,"asin=""B0BCK2MHTJ""",-,b0bck2mhtj,45,4,0.088888889,0.2575,1.03,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B077PVVSQ8""",-,b077pvvsq8,4,1,0.25,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B08PQH6V19""",-,b08pqh6v19,5,1,0.2,0.18,0.18,13.99,1.29%,77.72,1,1,1,1,0,13.99,0
2025-05-06,2025/5/15,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0BD55PS3F""",-,b0bd55ps3f,143,4,0.027972028,0.265,1.06,13.99,7.58%,13.2,1,1,0.25,1,0,13.99,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0D3KZVFRY""",-,b0d3kzvfry,1,1,1,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0B4V6GQ16""",-,b0b4v6gq16,5,1,0.2,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/14,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0998V79CV""",-,b0998v79cv,11,2,0.181818182,0.18,0.36,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS1C,USD,Carpet CCS1C product targeting shop vac attachments,Chinese Shop vac attachments,Amazon,"asin=""B0C897T9NW""",-,b0c897t9nw,3,1,0.333333333,0.12,0.12,0,,0,0,0,0,0,0,0,0
